unixtime,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,temp_C,rh,o3,lat,lon,coreid,C1_T,C2_rh,C3_o3,b,o3_cal
1750428000,5,5,4,6,6,4,16,54,26.981,36.785343,-119.773056,e00fce682bbf742cd0b6768a,0.594442065,-0.117,0.426,8.44,23.12697904
1750428001,6,6,4,6,6,5,16,53,19.27,36.785358,-119.773109,e00fce6858b443fd80f27170,0.644855406,-0.164,0.39,11.986,21.126986496
1750428000,0,0,4,1,1,4,16,53,0.006,36.785404,-119.773109,e00fce68b74b750aa2a7da46,,,,,
1750428000,4,4,4,5,5,5,18,30,20.145,36.138977,-120.368408,e00fce6876826e255108c6bd,,,,,
1750428001,0,0,4,0,0,4,16,53,19.668,36.785412,-119.773247,e00fce686dc2ef0a68fa40b0,0.673641315,-0.097,0.412,6.519,20.25947704
1750428001,5,5,4,6,6,5,18,29,514.815,36.138866,-120.368568,e00fce68e77e43df92405fdb,,,,,
1750428001,5,5,4,6,6,5,16,53,20.169,36.785439,-119.773148,e00fce68e28dcbc9a589be10,0.573744196,-0.042,0.496,3.885,20.842731136
1750428001,6,6,4,6,6,5,16,53,27.205,36.785343,-119.773155,e00fce68f12da1a0c5de6248,0.738278937,-0.067,0.399,0.896,20.012257992
1750428001,5,5,5,6,6,6,16,53,35.051,36.785297,-119.773087,e00fce68e88237db75a60608,0.501347447,-0.113,0.399,7.67,23.687908152
1750428000,5,5,5,6,6,5,17,30,516.795,36.138985,-120.368263,e00fce68e739ecbcf9e91965,,,,,
1750428600,5,5,4,5,5,4,16,52,28.007,36.785297,-119.773056,e00fce682bbf742cd0b6768a,0.594442065,-0.117,0.426,8.44,23.79805504
1750428601,6,6,4,6,6,5,16,51,21.124,36.785328,-119.773209,e00fce6858b443fd80f27170,0.644855406,-0.164,0.39,11.986,22.178046496
1750428600,0,0,4,0,0,5,17,52,0.006,36.785355,-119.773094,e00fce68b74b750aa2a7da46,,,,,
1750428601,5,5,4,5,5,4,19,28,514.475,36.138908,-120.3685,e00fce68e77e43df92405fdb,,,,,
1750428601,5,5,4,5,5,5,16,52,21.53,36.78545,-119.773186,e00fce68e28dcbc9a589be10,0.573744196,-0.042,0.496,3.885,21.559787136000004
1750428601,6,6,4,6,6,5,17,51,30.017,36.78537,-119.773064,e00fce68f12da1a0c5de6248,0.738278937,-0.067,0.399,0.896,22.006524929
1750428601,6,6,5,6,6,5,16,52,36.45,36.785316,-119.773109,e00fce68e88237db75a60608,0.501347447,-0.113,0.399,7.67,24.359109152
1750428601,0,0,4,0,0,4,17,51,21.004,36.785286,-119.773048,e00fce686dc2ef0a68fa40b0,0.673641315,-0.097,0.412,6.519,21.677550355
1750428600,4,4,4,6,6,4,19,26,22.834,36.138977,-120.368408,e00fce6876826e255108c6bd,,,,,
1750428600,5,5,5,6,6,5,18,29,516.29,36.138981,-120.368324,e00fce68e739ecbcf9e91965,,,,,
1750429201,6,6,4,6,6,5,17,50,20.99,36.785332,-119.773209,e00fce6858b443fd80f27170,0.644855406,-0.164,0.39,11.986,22.934641902
1750429201,0,0,4,0,0,4,17,50,21.619,36.785412,-119.773132,e00fce686dc2ef0a68fa40b0,0.673641315,-0.097,0.412,6.519,22.027930354999995
1750429200,4,4,4,5,5,4,21,26,23.96,36.138966,-120.368622,e00fce6876826e255108c6bd,,,,,
1750429200,0,0,4,0,0,5,17,51,0.01,36.785358,-119.77314,e00fce68b74b750aa2a7da46,,,,,
1750429201,7,7,4,8,8,4,19,28,514.355,36.138893,-120.368538,e00fce68e77e43df92405fdb,,,,,
1750429201,5,5,4,5,5,4,17,51,28.657,36.785366,-119.77314,e00fce682bbf742cd0b6768a,0.594442065,-0.117,0.426,8.44,24.786397105
1750429201,5,5,4,6,6,5,17,51,22.034,36.785385,-119.773163,e00fce68e28dcbc9a589be10,0.573744196,-0.042,0.496,3.885,22.425515332
1750429201,5,5,4,6,6,5,17,50,31.204,36.78545,-119.773132,e00fce68f12da1a0c5de6248,0.738278937,-0.067,0.399,0.896,22.547137929
1750429201,5,5,5,6,6,6,17,50,36.882,36.785378,-119.773163,e00fce68e88237db75a60608,0.501347447,-0.113,0.399,7.67,25.258824599
1750429200,4,4,5,5,5,5,19,29,516.058,36.139004,-120.36837,e00fce68e739ecbcf9e91965,,,,,
1750429801,6,6,4,6,6,4,17,49,23.275,36.785381,-119.773148,e00fce6858b443fd80f27170,0.644855406,-0.164,0.39,11.986,23.989791902
1750429800,3,3,4,4,4,4,22,25,24.421,36.139061,-120.368393,e00fce6876826e255108c6bd,,,,,
1750429801,0,0,4,0,0,4,17,49,22.724,36.785362,-119.773102,e00fce686dc2ef0a68fa40b0,0.673641315,-0.097,0.412,6.519,22.580190355
1750429800,0,0,4,0,0,4,17,50,0.008,36.785316,-119.773117,e00fce68b74b750aa2a7da46,,,,,
1750429801,4,4,3,5,5,4,20,28,514.219,36.139011,-120.36834,e00fce68e77e43df92405fdb,,,,,
1750429801,5,5,4,6,6,4,17,50,29.958,36.785389,-119.773117,e00fce682bbf742cd0b6768a,0.594442065,-0.117,0.426,8.44,25.457623105
1750429801,5,5,4,6,6,5,17,50,23.201,36.785378,-119.77298,e00fce68e28dcbc9a589be10,0.573744196,-0.042,0.496,3.885,23.046347332000003
1750429801,5,5,4,6,6,5,17,49,33.71,36.785423,-119.773239,e00fce68f12da1a0c5de6248,0.738278937,-0.067,0.399,0.896,23.614031929
1750429801,5,5,5,5,5,5,17,49,38.59,36.785294,-119.773148,e00fce68e88237db75a60608,0.501347447,-0.113,0.399,7.67,26.05331659900001
1750429800,4,4,4,5,5,5,19,28,515.662,36.139038,-120.368484,e00fce68e739ecbcf9e91965,,,,,
1750430401,5,5,4,6,6,4,17,48,23.087,36.785343,-119.773048,e00fce6858b443fd80f27170,0.644855406,-0.164,0.39,11.986,24.080471902
1750430400,3,3,4,4,4,4,23,22,26.763,36.139004,-120.368408,e00fce6876826e255108c6bd,,,,,
1750430400,0,0,4,0,0,4,18,49,0.02,36.785378,-119.773087,e00fce68b74b750aa2a7da46,,,,,
1750430401,0,0,4,1,1,4,18,48,23.737,36.785374,-119.773132,e00fce686dc2ef0a68fa40b0,0.673641315,-0.097,0.412,6.519,23.76818767
1750430401,5,5,4,5,5,4,17,49,30.337,36.785324,-119.773056,e00fce682bbf742cd0b6768a,0.594442065,-0.117,0.426,8.44,25.736077105
1750430401,16,16,3,17,17,3,21,24,514.102,36.138885,-120.368439,e00fce68e77e43df92405fdb,,,,,
1750430401,5,5,4,5,5,5,17,49,23.738,36.785355,-119.773003,e00fce68e28dcbc9a589be10,0.573744196,-0.042,0.496,3.885,23.354699332000003
1750430401,5,5,4,6,6,5,17,48,33.442,36.785511,-119.773148,e00fce68f12da1a0c5de6248,0.738278937,-0.067,0.399,0.896,23.574099929
1750430401,5,5,5,5,5,6,17,48,38.884,36.785416,-119.773239,e00fce68e88237db75a60608,0.501347447,-0.113,0.399,7.67,26.283622599000005
1750430400,4,4,4,5,5,4,20,24,515.374,36.138992,-120.368332,e00fce68e739ecbcf9e91965,,,,,
1750431000,0,0,4,1,1,4,18,47,0.023,36.785404,-119.773048,e00fce68b74b750aa2a7da46,,,,,
1750431000,3,3,3,4,4,3,23,20,28.112,36.138996,-120.368385,e00fce6876826e255108c6bd,,,,,
1750431000,6,6,4,6,6,5,18,46,24.101,36.785404,-119.773186,e00fce6858b443fd80f27170,0.644855406,-0.164,0.39,11.986,25.448787308
1750431000,5,5,4,6,6,5,18,47,34.072,36.78545,-119.773018,e00fce68f12da1a0c5de6248,0.738278937,-0.067,0.399,0.896,24.630748866000005
1750431001,5,5,4,6,6,4,18,48,30.827,36.785385,-119.773102,e00fce682bbf742cd0b6768a,0.594442065,-0.117,0.426,8.44,26.65625917
1750431001,7,7,3,8,8,3,22,22,513.867,36.139011,-120.368614,e00fce68e77e43df92405fdb,,,,,
1750431001,5,5,4,5,5,4,18,48,24.298,36.785469,-119.77314,e00fce68e28dcbc9a589be10,0.573744196,-0.042,0.496,3.885,24.248203528
1750431001,5,5,5,5,5,6,18,47,39.266,36.785381,-119.773117,e00fce68e88237db75a60608,0.501347447,-0.113,0.399,7.67,27.050388046
1750431001,0,0,4,0,0,4,18,47,24.354,36.785381,-119.773163,e00fce686dc2ef0a68fa40b0,0.673641315,-0.097,0.412,6.519,24.11939167
1750431000,4,4,4,4,4,4,21,23,515.28,36.139027,-120.368446,e00fce68e739ecbcf9e91965,,,,,
1750431601,0,0,4,1,1,4,18,46,24.803,36.785465,-119.773132,e00fce686dc2ef0a68fa40b0,0.673641315,-0.097,0.412,6.519,24.40137967
1750431600,5,5,4,5,5,4,18,45,24.518,36.785336,-119.773071,e00fce6858b443fd80f27170,0.644855406,-0.164,0.39,11.986,25.775417308
1750431600,5,5,4,6,6,5,18,46,35.634,36.7854,-119.772835,e00fce68f12da1a0c5de6248,0.738278937,-0.067,0.399,0.896,25.320986866
1750431600,0,0,4,0,0,4,19,46,0.03,36.785664,-119.773239,e00fce68b74b750aa2a7da46,,,,,
1750431601,5,5,4,5,5,4,18,46,31.781,36.785412,-119.773087,e00fce682bbf742cd0b6768a,0.594442065,-0.117,0.426,8.44,27.296663169999995
1750431601,4,4,3,4,4,3,22,23,513.76,36.138893,-120.368546,e00fce68e77e43df92405fdb,,,,,
1750431601,5,5,4,5,5,5,18,46,25.119,36.785362,-119.773056,e00fce68e28dcbc9a589be10,0.573744196,-0.042,0.496,3.885,24.739419528
1750431601,5,5,5,5,5,5,18,46,40.326,36.785389,-119.773125,e00fce68e88237db75a60608,0.501347447,-0.113,0.399,7.67,27.586328046
1750431600,4,4,4,4,4,4,21,24,514.974,36.139027,-120.368446,e00fce68e739ecbcf9e91965,,,,,
1750431600,3,3,3,4,4,3,24,21,27.193,36.138924,-120.368225,e00fce6876826e255108c6bd,,,,,
1750432200,3,3,3,4,4,4,25,19,27.139,36.138977,-120.368385,e00fce6876826e255108c6bd,,,,,
1750432200,5,5,5,6,6,6,18,45,40.762,36.785297,-119.773155,e00fce68e88237db75a60608,0.501347447,-0.113,0.399,7.67,27.873292046
1750432200,5,5,4,5,5,5,18,46,36.172,36.7854,-119.772835,e00fce68f12da1a0c5de6248,0.738278937,-0.067,0.399,0.896,25.535648866
1750432201,0,0,4,0,0,4,19,45,25.517,36.785465,-119.773132,e00fce686dc2ef0a68fa40b0,0.673641315,-0.097,0.412,6.519,25.466188984999995
1750432200,1,1,4,1,1,4,19,46,0.031,36.785358,-119.773071,e00fce68b74b750aa2a7da46,,,,,
1750432201,5,5,4,5,5,5,18,46,32.036,36.785446,-119.773132,e00fce682bbf742cd0b6768a,0.594442065,-0.117,0.426,8.44,27.40529317
1750432201,4,4,3,4,4,3,23,21,513.706,36.138893,-120.368546,e00fce68e77e43df92405fdb,,,,,
1750432201,5,5,4,5,5,5,18,46,25.734,36.785362,-119.773056,e00fce68e28dcbc9a589be10,0.573744196,-0.042,0.496,3.885,25.044459528
1750432200,5,5,4,5,5,4,18,45,24.784,36.785339,-119.773064,e00fce6858b443fd80f27170,0.644855406,-0.164,0.39,11.986,25.879157308
1750432200,4,4,4,4,4,4,22,22,514.794,36.138977,-120.368279,e00fce68e739ecbcf9e91965,,,,,
1750432800,0,0,4,1,1,4,19,45,0.033,36.785358,-119.773071,e00fce68b74b750aa2a7da46,,,,,
1750432800,5,5,5,5,5,6,19,44,41.001,36.785297,-119.773155,e00fce68e88237db75a60608,0.501347447,-0.113,0.399,7.67,28.583000493
1750432800,5,5,4,5,5,4,19,44,24.393,36.785286,-119.773209,e00fce6858b443fd80f27170,0.644855406,-0.164,0.39,11.986,26.535522714000003
1750432800,5,5,4,6,6,5,19,44,35.449,36.785351,-119.773041,e00fce68f12da1a0c5de6248,0.738278937,-0.067,0.399,0.896,26.119450803
1750432801,1,1,4,1,1,4,19,44,25.267,36.785416,-119.773193,e00fce686dc2ef0a68fa40b0,0.673641315,-0.097,0.412,6.519,25.460188984999995
1750432801,5,5,4,5,5,5,19,44,32.067,36.785446,-119.773132,e00fce682bbf742cd0b6768a,0.594442065,-0.117,0.426,8.44,28.246941235
1750432800,4,4,3,4,4,3,25,19,27.585,36.138977,-120.368385,e00fce6876826e255108c6bd,,,,,
1750432801,4,4,3,4,4,3,23,21,513.516,36.138969,-120.368492,e00fce68e77e43df92405fdb,,,,,
1750432801,4,4,4,5,5,5,19,44,25.465,36.785458,-119.773094,e00fce68e28dcbc9a589be10,0.573744196,-0.042,0.496,3.885,25.568779723999995
1750432800,4,4,4,4,4,4,22,20,514.603,36.139042,-120.368439,e00fce68e739ecbcf9e91965,,,,,
1750433400,1,1,4,1,1,4,20,44,0.039,36.785427,-119.773048,e00fce68b74b750aa2a7da46,,,,,
1750433400,5,5,4,6,6,5,20,43,24.942,36.785286,-119.773209,e00fce6858b443fd80f27170,0.644855406,-0.164,0.39,11.986,27.55848812
1750433400,5,5,5,6,6,6,20,44,34.19,36.785397,-119.773003,e00fce68f12da1a0c5de6248,0.738278937,-0.067,0.399,0.896,26.35538874
1750433400,5,5,5,6,6,6,20,44,40.84,36.785309,-119.773087,e00fce68e88237db75a60608,0.501347447,-0.113,0.399,7.67,29.02010894
1750433401,5,5,4,6,6,5,20,44,32.077,36.785431,-119.773117,e00fce682bbf742cd0b6768a,0.594442065,-0.117,0.426,8.44,28.8456433
1750433401,4,4,3,5,5,3,23,20,513.486,36.138866,-120.368446,e00fce68e77e43df92405fdb,,,,,
1750433400,3,3,3,4,4,3,26,18,27.15,36.138992,-120.368362,e00fce6876826e255108c6bd,,,,,
1750433401,5,5,4,6,6,5,19,44,25.62,36.785431,-119.773087,e00fce68e28dcbc9a589be10,0.573744196,-0.042,0.496,3.885,25.645659724
1750433401,0,0,4,1,1,5,20,43,25.387,36.785477,-119.773087,e00fce686dc2ef0a68fa40b0,0.673641315,-0.097,0.412,6.519,26.2802703
1750433400,3,3,4,4,4,4,23,21,514.476,36.138962,-120.36837,e00fce68e739ecbcf9e91965,,,,,
1750434000,5,5,5,5,5,5,20,41,43.058,36.785381,-119.773125,e00fce68e88237db75a60608,0.501347447,-0.113,0.399,7.67,30.24409094
1750434000,5,5,4,5,5,4,20,40,27.622,36.785446,-119.773125,e00fce6858b443fd80f27170,0.644855406,-0.164,0.39,11.986,29.09568812
1750434000,3,3,22,3,3,22,27,17,27.457,36.138954,-120.368279,e00fce6876826e255108c6bd,,,,,
1750434000,5,5,4,5,5,5,20,41,36.511,36.785431,-119.773109,e00fce68f12da1a0c5de6248,0.738278937,-0.067,0.399,0.896,27.482467740000004
1750434000,0,0,3,1,1,4,21,41,0.043,36.785416,-119.773125,e00fce68b74b750aa2a7da46,,,,,
1750434001,5,5,4,5,5,4,20,41,34.316,36.785336,-119.773094,e00fce682bbf742cd0b6768a,0.594442065,-0.117,0.426,8.44,30.1504573
1750434001,4,4,3,5,5,3,24,20,513.412,36.138813,-120.368355,e00fce68e77e43df92405fdb,,,,,
1750434001,5,5,4,6,6,4,20,41,28.251,36.785439,-119.773109,e00fce68e28dcbc9a589be10,0.573744196,-0.042,0.496,3.885,27.65037992
1750434001,0,0,3,0,0,4,20,40,27.588,36.78548,-119.77301,e00fce686dc2ef0a68fa40b0,0.673641315,-0.097,0.412,6.519,27.478082300000004
1750434000,3,3,11,4,4,11,23,19,514.31,36.138977,-120.368286,e00fce68e739ecbcf9e91965,,,,,
1750434600,3,3,16,4,4,16,27,18,27.871,36.13908,-120.368507,e00fce6876826e255108c6bd,,,,,
1750434600,5,5,4,5,5,4,20,40,38.171,36.785461,-119.773109,e00fce68f12da1a0c5de6248,0.738278937,-0.067,0.399,0.896,28.211807740000005
1750434601,0,0,3,0,0,4,21,40,28.863,36.785454,-119.77314,e00fce686dc2ef0a68fa40b0,0.673641315,-0.097,0.412,6.519,28.677023615
1750434600,4,4,4,5,5,4,20,40,29.422,36.785393,-119.773132,e00fce6858b443fd80f27170,0.644855406,-0.164,0.39,11.986,29.79768812
1750434600,0,0,3,0,0,4,21,41,0.049,36.785534,-119.773109,e00fce68b74b750aa2a7da46,,,,,
1750434601,4,4,4,4,4,4,20,41,35.725,36.785404,-119.773117,e00fce682bbf742cd0b6768a,0.594442065,-0.117,0.426,8.44,30.7506913
1750434601,7,7,3,7,7,3,24,21,513.418,36.138947,-120.368515,e00fce68e77e43df92405fdb,,,,,
1750434601,4,4,4,5,5,4,20,40,29.527,36.785442,-119.773109,e00fce68e28dcbc9a589be10,0.573744196,-0.042,0.496,3.885,28.325275920000003
1750434600,5,5,4,5,5,5,20,40,44.745,36.785431,-119.773148,e00fce68e88237db75a60608,0.501347447,-0.113,0.399,7.67,31.03020394
1750434600,4,4,17,5,5,17,24,22,514.21,36.13903,-120.368401,e00fce68e739ecbcf9e91965,,,,,
1750435200,0,0,3,0,0,4,21,39,0.055,36.785484,-119.773132,e00fce68b74b750aa2a7da46,,,,,
1750435200,4,4,4,5,5,5,21,38,45.719,36.785328,-119.773109,e00fce68e88237db75a60608,0.501347447,-0.113,0.399,7.67,32.146177387
1750435200,4,4,4,5,5,4,21,38,38.797,36.785465,-119.773102,e00fce68f12da1a0c5de6248,0.738278937,-0.067,0.399,0.896,29.333860677
1750435200,3,3,68,3,3,68,27,19,26.707,36.139069,-120.368462,e00fce6876826e255108c6bd,,,,,
1750435200,4,4,3,4,4,4,21,37,30.12,36.785397,-119.773125,e00fce6858b443fd80f27170,0.644855406,-0.164,0.39,11.986,31.206763526
1750435201,0,0,3,0,0,4,21,38,30.48,36.785477,-119.773186,e00fce686dc2ef0a68fa40b0,0.673641315,-0.097,0.412,6.519,29.537227615
1750435201,4,4,4,4,4,4,21,38,30.302,36.785408,-119.773186,e00fce68e28dcbc9a589be10,0.573744196,-0.042,0.496,3.885,29.367420116
1750435201,4,4,3,4,4,4,21,38,36.605,36.785385,-119.773148,e00fce682bbf742cd0b6768a,0.594442065,-0.117,0.426,8.44,32.07101336499999
1750435201,4,4,3,5,5,3,24,23,513.22,36.138947,-120.368469,e00fce68e77e43df92405fdb,,,,,
1750435200,3,3,16,4,4,16,24,23,514.216,36.139015,-120.368294,e00fce68e739ecbcf9e91965,,,,,
1750435801,0,0,3,0,0,3,21,39,31.689,36.785412,-119.773163,e00fce686dc2ef0a68fa40b0,0.673641315,-0.097,0.412,6.519,29.938335615
1750435800,3,3,201,4,4,201,28,20,25.065,36.139023,-120.368324,e00fce6876826e255108c6bd,,,,,
1750435800,4,4,3,4,4,4,21,38,31.679,36.78545,-119.773117,e00fce6858b443fd80f27170,0.644855406,-0.164,0.39,11.986,31.650773526
1750435800,5,5,4,5,5,4,21,39,40.282,36.785557,-119.773094,e00fce68f12da1a0c5de6248,0.738278937,-0.067,0.399,0.896,29.859375677000003
1750435800,4,4,4,5,5,5,21,39,46.798,36.785347,-119.773132,e00fce68e88237db75a60608,0.501347447,-0.113,0.399,7.67,32.463698387
1750435800,0,0,3,0,0,4,21,40,0.051,36.785442,-119.773087,e00fce68b74b750aa2a7da46,,,,,
1750435801,4,4,3,4,4,4,21,40,37.622,36.785393,-119.77301,e00fce682bbf742cd0b6768a,0.594442065,-0.117,0.426,8.44,32.270255365
1750435801,4,4,4,5,5,4,21,39,31.911,36.785446,-119.773125,e00fce68e28dcbc9a589be10,0.573744196,-0.042,0.496,3.885,30.123484116
1750435801,4,4,3,5,5,3,24,23,513.201,36.138916,-120.368515,e00fce68e77e43df92405fdb,,,,,
1750435800,4,4,5,4,4,5,24,23,514.115,36.139053,-120.368263,e00fce68e739ecbcf9e91965,,,,,
1750436400,5,5,4,6,6,4,21,38,39.836,36.785454,-119.773109,e00fce68f12da1a0c5de6248,0.738278937,-0.067,0.399,0.896,29.748421677000003
1750436400,4,4,3,5,5,4,22,37,30.928,36.785454,-119.773186,e00fce6858b443fd80f27170,0.644855406,-0.164,0.39,11.986,32.166738932
1750436400,5,5,4,5,5,5,21,38,46.018,36.785439,-119.773064,e00fce68e88237db75a60608,0.501347447,-0.113,0.399,7.67,32.265478387
1750436400,0,0,3,0,0,4,22,39,0.054,36.7855,-119.773125,e00fce68b74b750aa2a7da46,,,,,
1750436401,4,4,4,5,5,4,21,38,31.794,36.785397,-119.773132,e00fce68e28dcbc9a589be10,0.573744196,-0.042,0.496,3.885,30.107452116
1750436401,4,4,3,5,5,4,21,39,37.27,36.785465,-119.773087,e00fce682bbf742cd0b6768a,0.594442065,-0.117,0.426,8.44,32.237303364999995
1750436400,3,3,1047,4,4,1728,28,18,25.762,36.139061,-120.368317,e00fce6876826e255108c6bd,,,,,
1750436401,4,4,3,4,4,3,24,22,513.319,36.138901,-120.368477,e00fce68e77e43df92405fdb,,,,,
1750436401,0,0,3,0,0,4,22,38,31.203,36.785446,-119.77317,e00fce686dc2ef0a68fa40b0,0.673641315,-0.097,0.412,6.519,30.50874493
1750436400,4,4,5,4,4,5,24,21,514.064,36.139008,-120.368408,e00fce68e739ecbcf9e91965,,,,,
1750437000,3,3,936,4,4,1602,28,21,25.819,36.139091,-120.368256,e00fce6876826e255108c6bd,,,,,
1750437000,5,5,5,5,5,5,22,38,46.29,36.78545,-119.77298,e00fce68e88237db75a60608,0.501347447,-0.113,0.399,7.67,32.875353834
1750437000,4,4,4,5,5,4,22,37,39.047,36.785614,-119.773079,e00fce68f12da1a0c5de6248,0.738278937,-0.067,0.399,0.896,30.238889614
1750437001,0,0,3,0,0,4,22,37,29.975,36.785427,-119.773125,e00fce686dc2ef0a68fa40b0,0.673641315,-0.097,0.412,6.519,30.09980893
1750437000,4,4,3,5,5,4,22,36,29.953,36.785412,-119.773163,e00fce6858b443fd80f27170,0.644855406,-0.164,0.39,11.986,31.950488932000003
1750437000,0,0,3,0,0,4,23,38,0.056,36.785496,-119.773148,e00fce68b74b750aa2a7da46,,,,,
1750437001,4,4,4,5,5,4,22,37,36.782,36.785408,-119.773056,e00fce682bbf742cd0b6768a,0.594442065,-0.117,0.426,8.44,32.85785743
1750437001,4,4,3,4,4,3,25,24,513.237,36.138901,-120.368477,e00fce68e77e43df92405fdb,,,,,
1750437001,4,4,4,4,4,4,22,37,30.281,36.785492,-119.773117,e00fce68e28dcbc9a589be10,0.573744196,-0.042,0.496,3.885,29.972748312
1750437000,4,4,4,4,4,4,25,24,513.975,36.139027,-120.368279,e00fce68e739ecbcf9e91965,,,,,
1750437601,0,0,3,0,0,4,23,35,32.011,36.785435,-119.773102,e00fce686dc2ef0a68fa40b0,0.673641315,-0.097,0.412,6.519,31.806282245
1750437600,3,3,902,3,3,1792,29,17,26.556,36.139099,-120.368362,e00fce6876826e255108c6bd,,,,,
1750437600,1,1,3,1,1,4,23,36,0.082,36.785522,-119.77317,e00fce68b74b750aa2a7da46,,,,,
1750437600,4,4,3,4,4,4,23,35,31.33,36.785473,-119.773003,e00fce6858b443fd80f27170,0.644855406,-0.164,0.39,11.986,33.29637433800001
1750437600,5,5,5,5,5,5,22,36,47.665,36.785442,-119.773125,e00fce68e88237db75a60608,0.501347447,-0.113,0.399,7.67,33.649978834
1750437600,4,4,4,5,5,4,22,36,41.047,36.785522,-119.77317,e00fce68f12da1a0c5de6248,0.738278937,-0.067,0.399,0.896,31.103889614
1750437601,4,4,4,4,4,4,22,35,32.052,36.785423,-119.773201,e00fce68e28dcbc9a589be10,0.573744196,-0.042,0.496,3.885,30.935164312
1750437601,4,4,3,4,4,3,25,19,513.208,36.138866,-120.368439,e00fce68e77e43df92405fdb,,,,,
1750437601,4,4,4,5,5,4,22,36,38.462,36.785435,-119.77314,e00fce682bbf742cd0b6768a,0.594442065,-0.117,0.426,8.44,33.69053743
1750437600,3,3,4,4,4,4,25,19,514.024,36.138985,-120.368393,e00fce68e739ecbcf9e91965,,,,,
1750438200,4,4,3,4,4,4,23,33,32.217,36.785408,-119.773094,e00fce6858b443fd80f27170,0.644855406,-0.164,0.39,11.986,33.970304338000005
1750438200,5,5,4,5,5,5,23,34,49.351,36.785503,-119.773132,e00fce68e88237db75a60608,0.501347447,-0.113,0.399,7.67,35.050040281
1750438200,4,4,4,5,5,4,23,34,42.343,36.78548,-119.773125,e00fce68f12da1a0c5de6248,0.738278937,-0.067,0.399,0.896,32.493272551000004
1750438200,3,3,968,4,4,1948,29,20,27.302,36.139057,-120.368507,e00fce6876826e255108c6bd,,,,,
1750438200,0,0,3,0,0,4,24,34,0.083,36.785511,-119.773048,e00fce68b74b750aa2a7da46,,,,,
1750438201,4,4,4,4,4,5,23,33,32.96,36.785439,-119.773048,e00fce68e28dcbc9a589be10,0.573744196,-0.042,0.496,3.885,32.043276508
1750438201,4,4,4,5,5,4,23,34,39.648,36.785423,-119.773079,e00fce682bbf742cd0b6768a,0.594442065,-0.117,0.426,8.44,35.024215495
1750438201,4,4,3,4,4,3,26,23,513.133,36.138893,-120.368477,e00fce68e77e43df92405fdb,,,,,
1750438201,0,0,3,0,0,4,23,34,33.451,36.785423,-119.773109,e00fce686dc2ef0a68fa40b0,0.673641315,-0.097,0.412,6.519,32.496562245
1750438200,3,3,3,4,4,3,26,23,513.931,36.138985,-120.368393,e00fce68e739ecbcf9e91965,,,,,
1750438800,4,4,1014,5,5,2052,30,21,25.987,36.139114,-120.368408,e00fce6876826e255108c6bd,,,,,
1750438800,4,4,4,5,5,5,23,34,50.282,36.785439,-119.773163,e00fce68e88237db75a60608,0.501347447,-0.113,0.399,7.67,35.421509281
1750438800,4,4,3,5,5,4,24,33,33.065,36.785385,-119.773048,e00fce6858b443fd80f27170,0.644855406,-0.164,0.39,11.986,34.945879744
1750438800,5,5,4,5,5,4,23,33,43.952,36.78548,-119.773125,e00fce68f12da1a0c5de6248,0.738278937,-0.067,0.399,0.896,33.202263551
1750438800,0,0,3,1,1,4,24,34,0.083,36.785404,-119.773041,e00fce68b74b750aa2a7da46,,,,,
1750438801,4,4,4,4,4,4,23,34,40.322,36.785397,-119.773041,e00fce682bbf742cd0b6768a,0.594442065,-0.117,0.426,8.44,35.311339495
1750438801,4,4,4,5,5,4,23,33,34.185,36.785439,-119.773048,e00fce68e28dcbc9a589be10,0.573744196,-0.042,0.496,3.885,32.650876508
1750438801,4,4,3,4,4,3,25,25,512.984,36.138885,-120.368477,e00fce68e77e43df92405fdb,,,,,
1750438801,0,0,3,0,0,4,24,33,34.185,36.785423,-119.773109,e00fce686dc2ef0a68fa40b0,0.673641315,-0.097,0.412,6.519,33.56961156
1750438800,4,4,4,5,5,4,27,23,513.866,36.139042,-120.368446,e00fce68e739ecbcf9e91965,,,,,
1750439400,4,4,844,4,4,1724,30,19,26.388,36.139114,-120.368408,e00fce6876826e255108c6bd,,,,,
1750439401,0,0,3,0,0,4,24,33,36.916,36.785473,-119.773056,e00fce686dc2ef0a68fa40b0,0.673641315,-0.097,0.412,6.519,34.69478356
1750439400,4,4,3,5,5,4,24,32,35.8,36.785412,-119.773048,e00fce6858b443fd80f27170,0.644855406,-0.164,0.39,11.986,36.176529744
1750439400,4,4,4,5,5,4,24,33,46.004,36.785652,-119.773087,e00fce68f12da1a0c5de6248,0.738278937,-0.067,0.399,0.896,34.759290488
1750439400,4,4,4,4,4,5,23,33,52.393,36.785439,-119.773163,e00fce68e88237db75a60608,0.501347447,-0.113,0.399,7.67,36.376798281
1750439401,4,4,3,4,4,4,24,33,36.786,36.785442,-119.773018,e00fce68e28dcbc9a589be10,0.573744196,-0.042,0.496,3.885,34.514716704
1750439401,4,4,3,4,4,4,24,33,42.565,36.785397,-119.773041,e00fce682bbf742cd0b6768a,0.594442065,-0.117,0.426,8.44,36.97829956
1750439400,0,0,3,1,1,4,24,34,0.089,36.785404,-119.773041,e00fce68b74b750aa2a7da46,,,,,
1750439401,4,4,3,5,5,3,26,23,512.905,36.13887,-120.368469,e00fce68e77e43df92405fdb,,,,,
